qid,questions,intention,answer
198,商米T1插入网线连接后，无法连接网络,question,"请尝试以下方法：
1. 检查网线连接后，网线状态灯是否正常闪烁；如果状态灯不亮，需要检查是否网络异常，有条件可以更换网线测试；确认网线连接其他设备可以正常使用。
2. 检查屏幕右上角是否显示有线网已成功连接的logo。如果网线状态灯亮，但是不显示网络已连接的Logo，可检查是否局域网内的DHCP服务是否启用；
如果使用固定IP联网方式，需要在设置->有线网->静态->设置静态IP的方式连接网络。注意：静态IP地址、网络前缀长度、DNS和网关的数据要咨询网络管理员获取。
3. 如果屏幕右上角显示有线网已成功连接的logo，但是某个APP不能联网，那么属于该APP的问题；如果网络检查无问题，所有应用均无法联网，尝试以下步骤：设置->备份和重置，选择“重置网络设置”，关机后重新开机，开机后不要打开任何APP，只是打开硬件管家，测试网络是否通畅。
4. 如果是连网不稳定，可以点击设置->硬件管家->测试网络的信号强度及网络稳定性、如果网络存在连接不稳定或信号弱，则需要检查路由器或者联系当地运营商核实网络状况。"
199,商米T1为什么T1网络测速比电脑网络测试要慢,question,T1内置100兆网卡，而目前电脑大多内置1000兆网卡，所以网络测试对比可能会有差异。
200,商米T1外接扫码枪不能使用,question,"收银机支持免驱动、USB HID 协议有线连接的扫码设备（相当于标准的键盘输入设备），支持即插即用。
无线扫码枪一般支持Windows设备为主，安卓系统大多不兼容。
外接USB接口的有线扫码枪有问题，按照以下步骤排查：
1、检查扫码枪是否已通电；连接时有蜂鸣声提示，按压扫码有红光。
如果扫描枪未通电，按照以下步骤排查：
1)检查收银机物理接口连接了哪些设备，拔出所有外接的外设；
2)更换其他USB接口连接重新连接，再试；
3)将扫码枪换到其他设备上测试是否可用，如果在其他设备上扫码枪可用，则将收银机关机重新启动再连接扫码枪试试是否可用。
2、测试扫描枪是否能捕获条码的数据；在桌面打开计算器app，使用扫码枪分别扫描商品条码和手机付款码，查看是否能获取条码数据。
如果扫商品的条码可以获取条码数据，代表硬件连接正常可使用，请检查收银软件的设置是否问题。
如果扫商品的条码不能获取条码数据，按照以下步骤排查：
1) USB接口多连接几个设备，例如USB扫码枪、鼠标、键盘；然后在收银机桌面打开【设置】->【关于设备】->连续点击6下固件版本号->输入密码“1234” ->选择CIT Preload->USB，查看“检测到的外置USB设备有”多少个；如果能检测到USB设备，代表USB接口工作正常。如果检测USB设备为0个，可能USB接口有故障。
2) 如果USB接口工作正常，只是扫码枪不能扫描，请注意商品条形码是否有欠缺和破损；扫码枪是否兼容商品的条形码类型；还有扫码枪是否支持扫描屏幕（部分扫码枪只能扫描纸质上的条码）；"
201,商米T1外接扫码枪不能扫码,question,"收银机支持免驱动、USB HID 协议有线连接的扫码设备（相当于标准的键盘输入设备），支持即插即用。
无线扫码枪一般支持Windows设备为主，安卓系统大多不兼容。
外接USB接口的有线扫码枪有问题，按照以下步骤排查：
1、检查扫码枪是否已通电；连接时有蜂鸣声提示，按压扫码有红光。
如果扫描枪未通电，按照以下步骤排查：
1)检查收银机物理接口连接了哪些设备，拔出所有外接的外设；
2)更换其他USB接口连接重新连接，再试；
3)将扫码枪换到其他设备上测试是否可用，如果在其他设备上扫码枪可用，则将收银机关机重新启动再连接扫码枪试试是否可用。
2、测试扫描枪是否能捕获条码的数据；在桌面打开计算器app，使用扫码枪分别扫描商品条码和手机付款码，查看是否能获取条码数据。
如果扫商品的条码可以获取条码数据，代表硬件连接正常可使用，请检查收银软件的设置是否问题。
如果扫商品的条码不能获取条码数据，按照以下步骤排查：
1) USB接口多连接几个设备，例如USB扫码枪、鼠标、键盘；然后在收银机桌面打开【设置】->【关于设备】->连续点击6下固件版本号->输入密码“1234” ->选择CIT Preload->USB，查看“检测到的外置USB设备有”多少个；如果能检测到USB设备，代表USB接口工作正常。如果检测USB设备为0个，可能USB接口有故障。
2) 如果USB接口工作正常，只是扫码枪不能扫描，请注意商品条形码是否有欠缺和破损；扫码枪是否兼容商品的条形码类型；还有扫码枪是否支持扫描屏幕（部分扫码枪只能扫描纸质上的条码）；"
202,商米T1用扫码枪或扫码盒扫描二维码识别数值不完整，,question,可能是扫码枪扫码识别的数值经过输入法输出，被输入法截取了部分数值，您可以在收银机桌面点击 设置->扫码与键盘，找到“已接入的键盘或其他设备”选择输出方式为“扫码设备”->点击“保存”，设置完成后扫码枪扫码，识别内容不会经过输入法直接输出到UI界面。
203,商米T1用扫码枪或扫码盒扫描二维码识别缺少部分数值,question,可能是扫码枪扫码识别的数值经过输入法输出，被输入法截取了部分数值，您可以在收银机桌面点击 设置->扫码与键盘，找到“已接入的键盘或其他设备”选择输出方式为“扫码设备”->点击“保存”，设置完成后扫码枪扫码，识别内容不会经过输入法直接输出到UI界面。
204,商米T1用扫码枪或扫码盒扫描条码识别数值不完整，,question,可能是扫码枪扫码识别的数值经过输入法输出，被输入法截取了部分数值，您可以在收银机桌面点击 设置->扫码与键盘，找到“已接入的键盘或其他设备”选择输出方式为“扫码设备”->点击“保存”，设置完成后扫码枪扫码，识别内容不会经过输入法直接输出到UI界面。
205,商米T1用扫码枪或扫码盒扫描条码识别缺少部分数值,question,可能是扫码枪扫码识别的数值经过输入法输出，被输入法截取了部分数值，您可以在收银机桌面点击 设置->扫码与键盘，找到“已接入的键盘或其他设备”选择输出方式为“扫码设备”->点击“保存”，设置完成后扫码枪扫码，识别内容不会经过输入法直接输出到UI界面。
206,商米T1收银机连接USB扫码枪，不显示屏幕键盘,question,"台式收银机内置谷歌输入法在连接外部USB键盘输入设备时，默认不显示屏幕软键盘。如果您需要显示屏幕软键盘，可按以下步骤操作开启屏幕软键盘显示：
1)在可输入内容的画面点解右下角键盘图标：
2) 在菜单中找到“【A】配置实体键盘”->开启“显示虚拟键盘”，返回即可显示屏幕键盘。"
207,商米T1无法识别SD卡，不能读SD卡,question,"1.检查在其他设备是否能识别SD卡，确认SD卡是否有问题。
2.如果是新的SD卡或者确认SD卡无需要保留的内容，请将SD卡通过读卡器连接个人电脑，将SD卡格式化，文件系统格式选择“FAT32（默认）”，完成格式化后再将SD卡插到机具上使用。
3.如果在业务App中看不到SD卡的文件，请检查在浏览文件的菜单中是否有勾选“显示SD卡”选项。"
208,商米T1APP使用时没有声音提示,question,"1. 测试其他APP是否有声音提示，如果只是某个APP没有提示音，其他APP可正常使用，请尝试卸载该APP重新安装。
2.找到主屏幕背面左下角的塑料盖板打开，连续按下多次音量加按键调高音量。
3. 如果音量仍然没有提高尝试重启机具观察是否恢复正常。
4. 不要屏蔽App通知：点击设置->提示音和通知->通知->应用通知->相应APP->屏蔽，看看是不是开启了屏蔽功能，如果开启，关闭即可。"
209,商米T1外接音箱调高音量，重启设备后，为什么音量会变小？,question,安卓系统的设备，在外接耳机或音箱的情况下，调至最大音量会提示是否将音量调到安全级别以上的提示，如果音量调到安全线以上，重启设备以后，音量会自动返回到安全线以下（也就是前面说的恢复默认音量）。
210,商米T1外接音箱输出的音量比原来的声音小,question,T1的音频口是CTIA标准4段式的，如果外接插上3段式的音响接口输出音量会变小的，需要买根转换线转成3段的才可以。
211,商米T1双屏14寸，从应用市场下载双屏应用，一直显示安装中，怎么处理？,question,"尝试以下方法：
1.使用硬件管家->触屏检测，多指触摸屏幕测试屏幕触控是否正常；如果有异常，转下一步继续；
2.重新启动，再使用硬件管家做触屏测试；排除应用影响，如果仍有问题，转下一步继续；
3.检查系统是否已更新到1.15.13或以上版本。
4.确认是否使用原装电源适配器；（T1采用24V/2.5A电源适配器，有条件可更换一个测试是否电源适配器故障导致）
5.请将收银机移至另一个店铺、办公室测试开机触屏是否可以正常使用，如果在其他地方电容屏可以正常触控，请按照以下方式排查电路问题。
a.检查插座是否有接线；(电工检查电路是否有接地线，用测电笔接触设备的金属（microusb旁边的金属）测试是否会亮 亮就代表没接地。)
b.电容触摸屏可能受到附近的大功率设备（变频器、电机、灯箱、镇流器）的电磁干扰，请将机器关机移至新区域再开机测试问题是否仍然存在；如果确认存在电磁干扰，可以逐个电器开关排查哪个是干扰源。"
212,商米T1屏幕触控异常,question,将机器底座上的圆形电源插口拔出，断电5分钟后再开机，多测几次查看看副屏是否恢复显示。
213,商米T1双屏：副屏黑屏，不显示，主屏正常显示,question,将机器底座上的圆形电源插口拔出，断电5分钟后再开机，多测几次查看看副屏是否恢复显示。
214,商米T1双屏：桌面不显示 “副屏设置”图标,question,"1. 检查主屏和副屏是否已升级到最新的系统版本，系统版本过低，可能部分功能不支持。
主屏系统版本检查步骤：桌面->硬件管家->本机->ROM版本；
副屏系统版本检查步骤：桌面->副屏设置->版本号；
最新版本：主屏v1.15.14，14寸副屏v1.9.11，7寸副屏v1.11.3；
2. 点击 设置->关于设备->硬件信息，查看副屏状态是【√】还是【X】，如果是【X】，点击右上角的刷下按键，重新开关机，查看副屏设置是否恢复显示；"
